"s"	"Fx"	"Fy"	"Fz"
2.76000	0.00534	0.01007	0.00656
2.76100	0.00549	0.00931	0.00595
2.76200	0.00656	0.01007	0.00549
2.76300	0.00610	0.01053	0.00641
2.76400	0.00580	0.00977	0.00610
2.76500	0.00565	0.00977	0.00717
2.76600	0.00534	0.00946	0.00656
2.76700	0.00458	0.00916	0.00671
2.76800	0.00458	0.01099	0.00641
2.76900	0.00504	0.00885	0.00671
2.77000	0.00534	0.01007	0.00595
2.77100	0.00549	0.01022	0.00610
2.77200	0.00534	0.00885	0.00519
2.77300	0.00595	0.01099	0.00732
2.77400	0.00565	0.01022	0.00549
2.77500	0.00519	0.01022	0.00656
2.77600	0.00595	0.01022	0.00671
2.77700	0.00595	0.00916	0.00534
2.77800	0.00610	0.01038	0.00565
2.77900	0.00626	0.01144	0.00656
2.78000	0.00473	0.00977	0.00534
2.78100	0.00519	0.00946	0.00443
2.78200	0.00473	0.00900	0.00565
2.78300	0.00656	0.00900	0.00504
2.78400	0.00656	0.00931	0.00534
2.78500	0.00763	0.00916	0.00687
2.78600	0.00412	0.01053	0.00641
2.78700	0.00519	0.00885	0.00656
2.78800	0.00549	0.01053	0.00504
2.78900	0.00671	0.01053	0.00595
2.79000	0.00427	0.01038	0.00534
2.79100	0.00381	0.01053	0.00565
2.79200	0.00473	0.01129	0.00565
2.79300	0.00443	0.00977	0.00595
2.79400	0.00504	0.00992	0.00671
2.79500	0.00580	0.01053	0.00519
2.79600	0.00488	0.00992	0.00595
2.79700	0.00580	0.01053	0.00580
2.79800	0.00534	0.00992	0.00534
2.79900	0.00549	0.01083	0.00580
2.80000	0.00580	0.00946	0.00580
2.80100	0.00534	0.01007	0.00504
2.80200	0.00504	0.01022	0.00580
2.80300	0.00488	0.01007	0.00595
2.80400	0.00656	0.01068	0.00580
2.80500	0.00473	0.00900	0.00534
2.80600	0.00717	0.01114	0.00702
2.80700	0.00443	0.00992	0.00580
2.80800	0.00549	0.00961	0.00595
2.80900	0.00549	0.01068	0.00580
2.81000	0.00595	0.00992	0.00732
2.81100	0.00549	0.01053	0.00549
2.81200	0.00534	0.00946	0.00702
2.81300	0.00626	0.00977	0.00504
2.81400	0.00519	0.00992	0.00656
2.81500	0.00458	0.01022	0.00534
2.81600	0.00412	0.00900	0.00595
2.81700	0.00565	0.01114	0.00580
2.81800	0.00580	0.01053	0.00595
2.81900	0.00534	0.01007	0.00580
2.82000	0.00519	0.01099	0.00519
2.82100	0.00687	0.00870	0.00549
2.82200	0.00656	0.00977	0.00443
2.82300	0.00565	0.00977	0.00504
2.82400	0.00580	0.00961	0.00702
2.82500	0.00519	0.01022	0.00732
2.82600	0.00397	0.01022	0.00595
2.82700	0.00580	0.00992	0.00626
2.82800	0.00458	0.01114	0.00580
2.82900	0.00443	0.00961	0.00580
2.83000	0.00473	0.01083	0.00580
2.83100	0.00473	0.00946	0.00626
2.83200	0.00549	0.00946	0.00595
2.83300	0.00702	0.00824	0.00534
2.83400	0.00519	0.01007	0.00626
2.83500	0.00519	0.00916	0.00534
2.83600	0.00504	0.01144	0.00702
2.83700	0.00549	0.00778	0.00641
2.83800	0.00671	0.00992	0.00519
2.83900	0.00580	0.01038	0.00519
2.84000	0.00565	0.01053	0.00626
2.84100	0.00656	0.01022	0.00687
2.84200	0.00580	0.00931	0.00702
2.84300	0.00549	0.01053	0.00595
2.84400	0.00595	0.00992	0.00534
2.84500	0.00473	0.01099	0.00504
2.84600	0.00626	0.00992	0.00610
2.84700	0.00519	0.00961	0.00549
2.84800	0.00626	0.01022	0.00702
2.84900	0.00488	0.01022	0.00549
2.85000	0.00534	0.00961	0.00671
2.85100	0.00443	0.00946	0.00580
2.85200	0.00580	0.01038	0.00549
2.85300	0.00549	0.01022	0.00671
2.85400	0.00519	0.00946	0.00580
2.85500	0.00641	0.01083	0.00488
2.85600	0.00549	0.01114	0.00687
2.85700	0.00488	0.01053	0.00534
2.85800	0.00641	0.01083	0.00580
2.85900	0.00504	0.01007	0.00656
2.86000	0.00549	0.01007	0.00656
2.86100	0.00626	0.00961	0.00565
2.86200	0.00488	0.00900	0.00610
2.86300	0.00580	0.00977	0.00641
2.86400	0.00412	0.01007	0.00488
2.86500	0.00595	0.00900	0.00549
2.86600	0.00458	0.01160	0.00702
2.86700	0.00458	0.00977	0.00732
2.86800	0.00473	0.01007	0.00534
2.86900	0.00717	0.00992	0.00595
2.87000	0.00443	0.00977	0.00641
2.87100	0.00488	0.01022	0.00534
2.87200	0.00534	0.01083	0.00671
2.87300	0.00580	0.01022	0.00549
2.87400	0.00534	0.00977	0.00504
2.87500	0.00656	0.01129	0.00488
2.87600	0.00565	0.01099	0.00641
2.87700	0.00519	0.00992	0.00610
2.87800	0.00580	0.01175	0.00641
2.87900	0.00641	0.01022	0.00656
2.88000	0.00549	0.01114	0.00641
2.88100	0.00565	0.01022	0.00580
2.88200	0.00549	0.00961	0.00732
2.88300	0.00671	0.00885	0.00549
2.88400	0.00610	0.01083	0.00580
2.88500	0.00534	0.00961	0.00549
2.88600	0.00519	0.01007	0.00534
2.88700	0.00504	0.00961	0.00626
2.88800	0.00519	0.01053	0.00473
2.88900	0.00580	0.01022	0.00626
2.89000	0.00580	0.01022	0.00504
2.89100	0.00519	0.01022	0.00595
2.89200	0.00641	0.00916	0.00702
2.89300	0.00565	0.01114	0.00519
2.89400	0.00488	0.00885	0.00626
2.89500	0.00580	0.00992	0.00626
2.89600	0.00549	0.00885	0.00626
2.89700	0.00473	0.01007	0.00656
2.89800	0.00595	0.00946	0.00687
2.89900	0.00565	0.01007	0.00748
2.90000	0.00488	0.00961	0.00626
2.90100	0.00336	0.00916	0.00519
2.90200	0.00412	0.00931	0.00488
2.90300	0.00595	0.01129	0.00504
2.90400	0.00534	0.00916	0.00458
2.90500	0.00549	0.00961	0.00473
2.90600	0.00626	0.00961	0.00549
2.90700	0.00549	0.01160	0.00458
2.90800	0.00580	0.00977	0.00671
2.90900	0.00580	0.01007	0.00534
2.91000	0.00626	0.01099	0.00565
2.91100	0.00519	0.01175	0.00519
2.91200	0.00565	0.01068	0.00519
2.91300	0.00595	0.00900	0.00580
2.91400	0.00565	0.01068	0.00488
2.91500	0.00549	0.00992	0.00519
2.91600	0.00626	0.01068	0.00488
2.91700	0.00565	0.00977	0.00565
2.91800	0.00519	0.00931	0.00580
2.91900	0.00702	0.01007	0.00610
2.92000	0.00534	0.00900	0.00626
2.92100	0.00565	0.00870	0.00641
2.92200	0.00626	0.01007	0.00626
2.92300	0.00565	0.01083	0.00473
2.92400	0.00534	0.00931	0.00748
2.92500	0.00549	0.00977	0.00626
2.92600	0.00504	0.00916	0.00656
2.92700	0.00458	0.00931	0.00656
2.92800	0.00519	0.01068	0.00488
2.92900	0.00534	0.01022	0.00488
2.93000	0.00580	0.00916	0.00595
2.93100	0.00595	0.01022	0.00519
2.93200	0.00641	0.00885	0.00534
2.93300	0.00641	0.00870	0.00641
2.93400	0.00565	0.00961	0.00504
2.93500	0.00534	0.00992	0.00488
2.93600	0.00687	0.00916	0.00488
2.93700	0.00641	0.01007	0.00488
2.93800	0.00534	0.01022	0.00488
2.93900	0.00641	0.01053	0.00565
2.94000	0.00671	0.01038	0.00534
2.94100	0.00519	0.01144	0.00427
2.94200	0.00534	0.01129	0.00473
2.94300	0.00565	0.01068	0.00534
2.94400	0.00565	0.01022	0.00626
2.94500	0.00565	0.00900	0.00565
2.94600	0.00519	0.00870	0.00641
2.94700	0.00381	0.00916	0.00717
2.94800	0.00534	0.00977	0.00656
2.94900	0.00656	0.00977	0.00534
2.95000	0.00549	0.01038	0.00534
2.95100	0.00641	0.00961	0.00702
2.95200	0.00549	0.00931	0.00565
2.95300	0.00473	0.01083	0.00610
2.95400	0.00504	0.01083	0.00641
2.95500	0.00580	0.00977	0.00610
2.95600	0.00549	0.00931	0.00641
2.95700	0.00656	0.01160	0.00610
2.95800	0.00580	0.00992	0.00549
2.95900	0.00656	0.01022	0.00641
2.96000	0.00549	0.00946	0.00580
2.96100	0.00488	0.00931	0.00443
2.96200	0.00381	0.01083	0.00519
2.96300	0.00549	0.01022	0.00610
2.96400	0.00473	0.01160	0.00580
2.96500	0.00534	0.00900	0.00641
2.96600	0.00610	0.00977	0.00656
2.96700	0.00565	0.01022	0.00488
2.96800	0.00534	0.00992	0.00504
2.96900	0.00519	0.00992	0.00580
2.97000	0.00595	0.00992	0.00610
2.97100	0.00595	0.00977	0.00488
2.97200	0.00565	0.01007	0.00565
2.97300	0.00671	0.00961	0.00427
2.97400	0.00626	0.00885	0.00534
2.97500	0.00427	0.00961	0.00641
2.97600	0.00473	0.00931	0.00534
2.97700	0.00717	0.01007	0.00595
2.97800	0.00504	0.00916	0.00549
2.97900	0.00641	0.01038	0.00656
2.98000	0.00534	0.01038	0.00610
2.98100	0.00610	0.00946	0.00504
2.98200	0.00595	0.00900	0.00656
2.98300	0.00595	0.01007	0.00519
2.98400	0.00549	0.00977	0.00534
2.98500	0.00565	0.00931	0.00610
2.98600	0.00641	0.00931	0.00610
2.98700	0.00732	0.01053	0.00778
2.98800	0.00565	0.00900	0.00687
2.98900	0.00519	0.01099	0.00565
2.99000	0.00610	0.01053	0.00580
2.99100	0.00519	0.00992	0.00687
2.99200	0.00549	0.00961	0.00626
2.99300	0.00427	0.01053	0.00549
2.99400	0.00565	0.00916	0.00549
2.99500	0.00519	0.00992	0.00565
2.99600	0.00534	0.00900	0.00473
2.99700	0.00458	0.00946	0.00458
2.99800	0.00595	0.01053	0.00687
2.99900	0.00580	0.01068	0.00641
3.00000	0.00488	0.01083	0.00565
3.00100	0.00595	0.01038	0.00580
3.00200	0.00565	0.01083	0.00671
3.00300	0.00565	0.01053	0.00610
3.00400	0.00488	0.00961	0.00534
3.00500	0.00412	0.01038	0.00580
3.00600	0.00519	0.01083	0.00610
3.00700	0.00488	0.01022	0.00565
3.00800	0.00473	0.01099	0.00473
3.00900	0.00595	0.01007	0.00580
3.01000	0.00488	0.00946	0.00534
3.01100	0.00534	0.01053	0.00671
3.01200	0.00473	0.00870	0.00519
3.01300	0.00458	0.00931	0.00580
3.01400	0.00427	0.00977	0.00610
3.01500	0.00687	0.01160	0.00626
3.01600	0.00626	0.01007	0.00488
3.01700	0.00656	0.00916	0.00656
3.01800	0.00610	0.01007	0.00504
3.01900	0.00610	0.01099	0.00534
3.02000	0.00565	0.00931	0.00488
3.02100	0.00427	0.00992	0.00610
3.02200	0.00488	0.01022	0.00534
3.02300	0.00549	0.00977	0.00504
3.02400	0.00473	0.00961	0.00534
3.02500	0.00565	0.00916	0.00549
3.02600	0.00458	0.01022	0.00580
3.02700	0.00595	0.01007	0.00610
3.02800	0.00580	0.01160	0.00626
3.02900	0.00519	0.00946	0.00641
3.03000	0.00565	0.01007	0.00473
3.03100	0.00671	0.01114	0.00656
3.03200	0.00473	0.00961	0.00458
3.03300	0.00565	0.00839	0.00595
3.03400	0.00549	0.00977	0.00580
3.03500	0.00427	0.01038	0.00595
3.03600	0.00549	0.00900	0.00565
3.03700	0.00412	0.00961	0.00641
3.03800	0.00595	0.00977	0.00427
3.03900	0.00473	0.01053	0.00580
3.04000	0.00443	0.01038	0.00641
3.04100	0.00549	0.01007	0.00488
3.04200	0.00580	0.00900	0.00671
3.04300	0.00519	0.00916	0.00656
3.04400	0.00519	0.00900	0.00626
3.04500	0.00519	0.00946	0.00732
3.04600	0.00458	0.00946	0.00534
3.04700	0.00519	0.00961	0.00549
3.04800	0.00641	0.00977	0.00565
3.04900	0.00626	0.00977	0.00565
3.05000	0.00565	0.01068	0.00519
3.05100	0.00519	0.01007	0.00504
3.05200	0.00504	0.01099	0.00610
3.05300	0.00519	0.00992	0.00671
3.05400	0.00626	0.01022	0.00549
3.05500	0.00610	0.00977	0.00534
3.05600	0.00519	0.00885	0.00504
3.05700	0.00473	0.01022	0.00549
3.05800	0.00656	0.01053	0.00580
3.05900	0.00534	0.01007	0.00610
3.06000	0.00610	0.01022	0.00610
3.06100	0.00488	0.00961	0.00458
3.06200	0.00641	0.01022	0.00656
3.06300	0.00565	0.01068	0.00610
3.06400	0.00427	0.01007	0.00580
3.06500	0.00504	0.00992	0.00473
3.06600	0.00595	0.01007	0.00580
3.06700	0.00519	0.01053	0.00580
3.06800	0.00565	0.00916	0.00702
3.06900	0.00504	0.00916	0.00656
3.07000	0.00427	0.00900	0.00565
3.07100	0.00580	0.00885	0.00595
3.07200	0.00580	0.01068	0.00610
3.07300	0.00595	0.00854	0.00488
3.07400	0.00687	0.00946	0.00610
3.07500	0.00488	0.00946	0.00626
3.07600	0.00748	0.01038	0.00717
3.07700	0.00519	0.01038	0.00504
3.07800	0.00702	0.00931	0.00580
3.07900	0.00504	0.01053	0.00763
3.08000	0.00519	0.00931	0.00656
3.08100	0.00504	0.01022	0.00565
3.08200	0.00595	0.00946	0.00626
3.08300	0.00702	0.00977	0.00565
3.08400	0.00641	0.01038	0.00748
3.08500	0.00534	0.01053	0.00519
3.08600	0.00549	0.01053	0.00610
3.08700	0.00595	0.00992	0.00687
3.08800	0.00488	0.00977	0.00549
3.08900	0.00534	0.00977	0.00580
3.09000	0.00549	0.00931	0.00504
3.09100	0.00763	0.01068	0.00626
3.09200	0.00534	0.01038	0.00610
3.09300	0.00443	0.00992	0.00610
3.09400	0.00565	0.00977	0.00595
3.09500	0.00412	0.00916	0.00565
3.09600	0.00534	0.01007	0.00534
3.09700	0.00580	0.01053	0.00610
3.09800	0.00610	0.00992	0.00473
3.09900	0.00580	0.01053	0.00610
3.10000	0.00595	0.01022	0.00565
3.10100	0.00473	0.01083	0.00458
3.10200	0.00488	0.00977	0.00717
3.10300	0.00656	0.01038	0.00641
3.10400	0.00626	0.00977	0.00504
3.10500	0.00580	0.01053	0.00519
3.10600	0.00488	0.01022	0.00458
3.10700	0.00595	0.00992	0.00549
3.10800	0.00595	0.01083	0.00671
3.10900	0.00519	0.00992	0.00473
3.11000	0.00412	0.00992	0.00549
3.11100	0.00763	0.01007	0.00458
3.11200	0.00473	0.00961	0.00565
3.11300	0.00687	0.01022	0.00549
3.11400	0.00504	0.01022	0.00458
3.11500	0.00473	0.01083	0.00702
3.11600	0.00565	0.00961	0.00473
3.11700	0.00504	0.01068	0.00565
3.11800	0.00519	0.00977	0.00656
3.11900	0.00580	0.00946	0.00381
3.12000	0.00549	0.00946	0.00656
3.12100	0.00580	0.00885	0.00610
3.12200	0.00488	0.00977	0.00549
3.12300	0.00580	0.01038	0.00580
3.12400	0.00565	0.01083	0.00504
3.12500	0.00641	0.01022	0.00656
3.12600	0.00702	0.01007	0.00504
3.12700	0.00595	0.01099	0.00595
3.12800	0.00641	0.01053	0.00504
3.12900	0.00504	0.01099	0.00534
3.13000	0.00504	0.00977	0.00458
3.13100	0.00519	0.00931	0.00534
3.13200	0.00504	0.00885	0.00610
3.13300	0.00732	0.00961	0.00458
3.13400	0.00580	0.00977	0.00687
3.13500	0.00595	0.01160	0.00702
3.13600	0.00626	0.01022	0.00702
3.13700	0.00565	0.00992	0.00565
3.13800	0.00473	0.00961	0.00687
3.13900	0.00412	0.00870	0.00519
3.14000	0.00595	0.00961	0.00580
3.14100	0.00504	0.00961	0.00519
3.14200	0.00534	0.01007	0.00595
3.14300	0.00656	0.01053	0.00610
3.14400	0.00641	0.00870	0.00519
3.14500	0.00519	0.01068	0.00565
3.14600	0.00565	0.01083	0.00580
3.14700	0.00580	0.00900	0.00626
3.14800	0.00626	0.00946	0.00595
3.14900	0.00641	0.00946	0.00626
3.15000	0.00641	0.01083	0.00687
3.15100	0.00519	0.01053	0.00595
3.15200	0.00565	0.00946	0.00595
3.15300	0.00565	0.00931	0.00534
3.15400	0.00534	0.00916	0.00641
3.15500	0.00656	0.00870	0.00595
3.15600	0.00534	0.01038	0.00610
3.15700	0.00610	0.01007	0.00504
3.15800	0.00626	0.00961	0.00443
3.15900	0.00595	0.01083	0.00626
3.16000	0.00626	0.01068	0.00549
3.16100	0.00504	0.01038	0.00580
3.16200	0.00504	0.01068	0.00565
3.16300	0.00443	0.00961	0.00473
3.16400	0.00641	0.00931	0.00534
3.16500	0.00534	0.01099	0.00687
3.16600	0.00641	0.01083	0.00656
3.16700	0.00565	0.00900	0.00504
3.16800	0.00748	0.01022	0.00565
3.16900	0.00549	0.01007	0.00473
3.17000	0.00549	0.01144	0.00519
3.17100	0.00458	0.00961	0.00565
3.17200	0.00626	0.00916	0.00687
3.17300	0.00641	0.01022	0.00626
3.17400	0.00458	0.01053	0.00519
3.17500	0.00534	0.00946	0.00549
3.17600	0.00580	0.01083	0.00748
3.17700	0.00565	0.00946	0.00595
3.17800	0.00626	0.01007	0.00580
3.17900	0.00534	0.01007	0.00671
3.18000	0.00534	0.01068	0.00549
3.18100	0.00534	0.00946	0.00626
3.18200	0.00488	0.00931	0.00412
3.18300	0.00763	0.00992	0.00610
3.18400	0.00595	0.01053	0.00519
3.18500	0.00565	0.01007	0.00504
3.18600	0.00626	0.00961	0.00641
3.18700	0.00458	0.00854	0.00519
3.18800	0.00427	0.01007	0.00671
3.18900	0.00458	0.00977	0.00565
3.19000	0.00534	0.00931	0.00580
3.19100	0.00717	0.00946	0.00534
3.19200	0.00580	0.00961	0.00565
3.19300	0.00519	0.01053	0.00671
3.19400	0.00549	0.01068	0.00534
3.19500	0.00427	0.00931	0.00488
3.19600	0.00565	0.00870	0.00504
3.19700	0.00626	0.00900	0.00427
3.19800	0.00504	0.01038	0.00626
3.19900	0.00488	0.00992	0.00427
3.20000	0.00458	0.00870	0.00534
3.20100	0.00504	0.01053	0.00519
3.20200	0.00610	0.01007	0.00473
3.20300	0.00549	0.01022	0.00595
3.20400	0.00717	0.00870	0.00687
3.20500	0.00565	0.01007	0.00656
3.20600	0.00580	0.00992	0.00687
3.20700	0.00626	0.00977	0.00488
3.20800	0.00565	0.00900	0.00565
3.20900	0.00595	0.00977	0.00549
3.21000	0.00549	0.01007	0.00565
3.21100	0.00458	0.01099	0.00626
3.21200	0.00580	0.01053	0.00595
3.21300	0.00565	0.01053	0.00534
3.21400	0.00488	0.01099	0.00443
3.21500	0.00458	0.00961	0.00595
3.21600	0.00595	0.00992	0.00534
3.21700	0.00488	0.01160	0.00549
3.21800	0.00580	0.00885	0.00595
3.21900	0.00534	0.00977	0.00687
3.22000	0.00519	0.00992	0.00626
3.22100	0.00702	0.00992	0.00549
3.22200	0.00565	0.00961	0.00717
3.22300	0.00595	0.00977	0.00534
3.22400	0.00626	0.01068	0.00748
3.22500	0.00610	0.01099	0.00595
3.22600	0.00519	0.00931	0.00549
3.22700	0.00549	0.01083	0.00641
3.22800	0.00534	0.01053	0.00626
3.22900	0.00565	0.01053	0.00641
3.23000	0.00595	0.00931	0.00595
3.23100	0.00580	0.00946	0.00702
3.23200	0.00549	0.01190	0.00534
3.23300	0.00504	0.01083	0.00626
3.23400	0.00534	0.00977	0.00717
3.23500	0.00443	0.00992	0.00671
3.23600	0.00519	0.01053	0.00595
3.23700	0.00565	0.00961	0.00595
3.23800	0.00580	0.01083	0.00412
3.23900	0.00443	0.01083	0.00580
3.24000	0.00610	0.00961	0.00458
3.24100	0.00504	0.00946	0.00687
3.24200	0.00671	0.01007	0.00565
3.24300	0.00534	0.00931	0.00443
3.24400	0.00534	0.01038	0.00565
3.24500	0.00671	0.00961	0.00626
3.24600	0.00488	0.00946	0.00519
3.24700	0.00565	0.01068	0.00473
3.24800	0.00610	0.00992	0.00427
3.24900	0.00549	0.00931	0.00565
3.25000	0.00534	0.00992	0.00717
3.25100	0.00565	0.01099	0.00473
3.25200	0.00549	0.00961	0.00534
3.25300	0.00519	0.01038	0.00626
3.25400	0.00488	0.01007	0.00565
3.25500	0.00549	0.00946	0.00595
3.25600	0.00504	0.01022	0.00458
3.25700	0.00565	0.00885	0.00488
3.25800	0.00519	0.00977	0.00443
3.25900	0.00534	0.01053	0.00580
3.26000	0.00565	0.00793	0.00671
3.26100	0.00580	0.00961	0.00671
3.26200	0.00565	0.01068	0.00519
3.26300	0.00565	0.00931	0.00534
3.26400	0.00549	0.00931	0.00519
3.26500	0.00626	0.01083	0.00565
3.26600	0.00488	0.01022	0.00458
3.26700	0.00473	0.00977	0.00595
3.26800	0.00610	0.00946	0.00565
3.26900	0.00488	0.01022	0.00595
3.27000	0.00565	0.01053	0.00595
3.27100	0.00595	0.00931	0.00641
3.27200	0.00504	0.00931	0.00534
3.27300	0.00656	0.00931	0.00565
3.27400	0.00580	0.00992	0.00656
3.27500	0.00671	0.01022	0.00671
3.27600	0.00565	0.00931	0.00610
3.27700	0.00504	0.00824	0.00595
3.27800	0.00565	0.01053	0.00473
3.27900	0.00656	0.00992	0.00580
3.28000	0.00717	0.01007	0.00595
3.28100	0.00565	0.00931	0.00458
3.28200	0.00595	0.00931	0.00580
3.28300	0.00641	0.00839	0.00534
3.28400	0.00534	0.01053	0.00549
3.28500	0.00580	0.01022	0.00397
3.28600	0.00595	0.00916	0.00641
3.28700	0.00412	0.00870	0.00702
3.28800	0.00458	0.00931	0.00443
3.28900	0.00549	0.00946	0.00534
3.29000	0.00610	0.00961	0.00626
3.29100	0.00656	0.01022	0.00473
3.29200	0.00626	0.00931	0.00519
3.29300	0.00656	0.00961	0.00610
3.29400	0.00580	0.01022	0.00641
3.29500	0.00610	0.01022	0.00488
3.29600	0.00412	0.01022	0.00732
3.29700	0.00671	0.01114	0.00549
3.29800	0.00458	0.01022	0.00610
3.29900	0.00641	0.00885	0.00473
3.30000	0.00549	0.00977	0.00748
3.30100	0.00595	0.01129	0.00610
3.30200	0.00580	0.00946	0.00626
3.30300	0.00580	0.00916	0.00595
3.30400	0.00412	0.01007	0.00732
3.30500	0.00641	0.00992	0.00656
3.30600	0.00580	0.00992	0.00565
3.30700	0.00549	0.00854	0.00580
3.30800	0.00519	0.00961	0.00595
3.30900	0.00427	0.00977	0.00580
3.31000	0.00580	0.00824	0.00595
3.31100	0.00549	0.00916	0.00763
3.31200	0.00595	0.00992	0.00595
3.31300	0.00626	0.01007	0.00610
3.31400	0.00565	0.01068	0.00656
3.31500	0.00565	0.00977	0.00412
3.31600	0.00702	0.00961	0.00565
3.31700	0.00412	0.00946	0.00488
3.31800	0.00458	0.00839	0.00671
3.31900	0.00580	0.00977	0.00580
3.32000	0.00595	0.01007	0.00580
3.32100	0.00671	0.01053	0.00580
3.32200	0.00641	0.00961	0.00565
3.32300	0.00732	0.00961	0.00626
3.32400	0.00687	0.01068	0.00595
3.32500	0.00610	0.00931	0.00748
3.32600	0.00473	0.01053	0.00534
3.32700	0.00610	0.01068	0.00595
3.32800	0.00549	0.00900	0.00336
3.32900	0.00366	0.00946	0.00656
3.33000	0.00473	0.00946	0.00595
3.33100	0.00473	0.01007	0.00534
3.33200	0.00580	0.01038	0.00488
3.33300	0.00626	0.00977	0.00580
3.33400	0.00732	0.01221	0.00580
3.33500	0.00565	0.01068	0.00641
3.33600	0.00595	0.01038	0.00641
3.33700	0.00732	0.00931	0.00534
3.33800	0.00534	0.01099	0.00580
3.33900	0.00534	0.00977	0.00412
3.34000	0.00580	0.01022	0.00595
3.34100	0.00580	0.00946	0.00641
3.34200	0.00580	0.01038	0.00717
3.34300	0.00488	0.01068	0.00443
3.34400	0.00610	0.01022	0.00519
3.34500	0.00671	0.00992	0.00595
3.34600	0.00458	0.00992	0.00656
3.34700	0.00458	0.00992	0.00488
3.34800	0.00565	0.01007	0.00641
3.34900	0.00458	0.00931	0.00504
3.35000	0.00565	0.00900	0.00565
3.35100	0.00610	0.00916	0.00656
3.35200	0.00519	0.01022	0.00565
3.35300	0.00626	0.00946	0.00565
3.35400	0.00580	0.01022	0.00580
3.35500	0.00580	0.00977	0.00504
3.35600	0.00504	0.00946	0.00427
3.35700	0.00488	0.01022	0.00549
3.35800	0.00580	0.01053	0.00671
3.35900	0.00671	0.00977	0.00687
3.36000	0.00610	0.00977	0.00580
3.36100	0.00534	0.01053	0.00610
3.36200	0.00641	0.01053	0.00488
3.36300	0.00534	0.01022	0.00549
3.36400	0.00595	0.01007	0.00488
3.36500	0.00565	0.01083	0.00626
3.36600	0.00519	0.00992	0.00534
3.36700	0.00549	0.01053	0.00534
3.36800	0.00641	0.01007	0.00671
3.36900	0.00580	0.01007	0.00473
3.37000	0.00549	0.01053	0.00565
3.37100	0.00565	0.00916	0.00549
3.37200	0.00549	0.00900	0.00641
3.37300	0.00580	0.01007	0.00565
3.37400	0.00610	0.00793	0.00595
3.37500	0.00641	0.00961	0.00504
3.37600	0.00488	0.01022	0.00595
3.37700	0.00626	0.01007	0.00519
3.37800	0.00473	0.01022	0.00732
3.37900	0.00427	0.00992	0.00580
3.38000	0.00534	0.00977	0.00549
3.38100	0.00473	0.01053	0.00626
3.38200	0.00534	0.01099	0.00565
3.38300	0.00504	0.00870	0.00595
3.38400	0.00580	0.00931	0.00534
3.38500	0.00656	0.00900	0.00610
3.38600	0.00610	0.00992	0.00687
3.38700	0.00595	0.00961	0.00656
3.38800	0.00412	0.01007	0.00534
3.38900	0.00656	0.00946	0.00641
3.39000	0.00534	0.01038	0.00565
3.39100	0.00626	0.00839	0.00595
3.39200	0.00641	0.00977	0.00504
3.39300	0.00565	0.00992	0.00427
3.39400	0.00687	0.00931	0.00519
3.39500	0.00687	0.00885	0.00687
3.39600	0.00671	0.00977	0.00488
3.39700	0.00519	0.00870	0.00595
3.39800	0.00488	0.00900	0.00534
3.39900	0.00504	0.00961	0.00565
3.40000	0.00549	0.00900	0.00534
3.40100	0.00458	0.00885	0.00656
3.40200	0.00504	0.01114	0.00549
3.40300	0.00549	0.01053	0.00702
3.40400	0.00443	0.00992	0.00519
3.40500	0.00580	0.01007	0.00504
3.40600	0.00641	0.00961	0.00656
3.40700	0.00565	0.01068	0.00534
3.40800	0.00565	0.01022	0.00702
3.40900	0.00504	0.00946	0.00671
3.41000	0.00656	0.00977	0.00595
3.41100	0.00610	0.01083	0.00504
3.41200	0.00549	0.00931	0.00519
3.41300	0.00610	0.00900	0.00504
3.41400	0.00656	0.01083	0.00565
3.41500	0.00626	0.01022	0.00626
3.41600	0.00534	0.00900	0.00763
3.41700	0.00580	0.00961	0.00626
3.41800	0.00519	0.01007	0.00656
3.41900	0.00488	0.00931	0.00671
3.42000	0.00549	0.01038	0.00595
3.42100	0.00580	0.01022	0.00595
3.42200	0.00580	0.00931	0.00595
3.42300	0.00534	0.00916	0.00671
3.42400	0.00610	0.01099	0.00748
3.42500	0.00504	0.01022	0.00565
3.42600	0.00595	0.00992	0.00641
3.42700	0.00595	0.00916	0.00580
3.42800	0.00763	0.01022	0.00549
3.42900	0.00458	0.00961	0.00717
3.43000	0.00671	0.00992	0.00595
3.43100	0.00549	0.00992	0.00565
3.43200	0.00534	0.00870	0.00748
3.43300	0.00610	0.01022	0.00565
3.43400	0.00580	0.00961	0.00626
3.43500	0.00580	0.00961	0.00732
3.43600	0.00519	0.01053	0.00534
3.43700	0.00549	0.01007	0.00504
3.43800	0.00519	0.01022	0.00656
3.43900	0.00626	0.00900	0.00519
3.44000	0.00717	0.00931	0.00504
3.44100	0.00534	0.01083	0.00534
3.44200	0.00534	0.00931	0.00626
3.44300	0.00412	0.01038	0.00519
3.44400	0.00610	0.00961	0.00656
3.44500	0.00504	0.00961	0.00656
3.44600	0.00580	0.00961	0.00580
3.44700	0.00641	0.00977	0.00549
3.44800	0.00610	0.00885	0.00565
3.44900	0.00565	0.00870	0.00641
3.45000	0.00458	0.00839	0.00504
3.45100	0.00641	0.00992	0.00763
3.45200	0.00580	0.00977	0.00565
3.45300	0.00671	0.00900	0.00565
3.45400	0.00473	0.01053	0.00641
3.45500	0.00534	0.01038	0.00595
3.45600	0.00519	0.00931	0.00595
3.45700	0.00504	0.00977	0.00656
